lpermno,datadate,fyear,BE,MKTV.end.of.current.fiscal.year,MKTV.end.of.subsequent.fiscal.year,MKTV.june.of.current.fiscal.year,FF.49
70308,31/03/2013,2012,2362.595,7129.93158,8248.60195,6460.62103,42 Whlsl
70308,31/03/2014,2013,2666.546,8248.60195,8604.17636,6990.44034,42 Whlsl
70308,31/03/2015,2014,3006.16,8604.17636,9986.981362,8091.35954,42 Whlsl
70332,31/12/2010,2010,30545,37744.28672,38010.20276,17855.31096,30 Oil
70332,31/12/2011,2011,26584,38010.20276,37137.09129,38189.71196,30 Oil
70332,31/12/2012,2012,29388,37137.09129,39919.13844,33071.3354,30 Oil
70332,31/12/2013,2013,31102,39919.13844,41782.125,43091.66082,30 Oil
70332,31/12/2014,2014,28974,41782.125,24685.58694,55288.26138,30 Oil
70500,31/12/2010,2010,4381,8479.83861,8043.77248,12941.04222,3 Soda
70500,31/12/2011,2011,4090,8043.77248,9108.06477,9484.17114,3 Soda
70500,31/12/2012,2012,3821,9108.06477,11458.04559,8412.9814,3 Soda
70500,31/12/2013,2013,3383,11458.04559,10689.47748,9635.35188,3 Soda
70500,31/12/2014,2014,2408,10689.47748,11175.11648,12013.22984,3 Soda
70519,31/12/2010,2010,163156,137404.608,76922.75748,108964.345,45 Banks
70519,31/12/2011,2011,177494,76922.75748,116010.5308,121005.84,45 Banks
70519,31/12/2012,2012,186487,116010.5308,158049.6821,80370.42337,45 Banks
70519,31/12/2013,2013,197601,158049.6821,163925.5957,145967.1935,45 Banks
70519,31/12/2014,2014,200066,163925.5957,154162.7325,143079.6735,45 Banks
70536,31/12/2010,2010,2006,8113.664,7557.66,6045.62475,13 Drugs
70536,31/12/2011,2011,2221,7557.66,8829.6,8958.37716,13 Drugs
70536,31/12/2012,2012,2610,8829.6,11187.19,8927.86073,13 Drugs
70536,31/12/2013,2013,2969,11187.19,16387.97895,9669.62038,13 Drugs
70578,31/12/2010,2010,2194.5,11704.2467,17366.99115,10480.73652,9 Hshld
70578,31/12/2011,2011,6972,17366.99115,21060.0852,13079.82172,9 Hshld
70578,31/12/2012,2012,7251.2,21060.0852,31416.44673,20023.50658,9 Hshld
70578,31/12/2013,2013,9005.6,31416.44673,31368.12432,25217.26228,9 Hshld
70578,31/12/2014,2014,8731.7,31368.12432,33776.87152,33424.15666,9 Hshld
71175,31/12/2010,2010,9361.6,7681.22768,6160.4466,7222.2591,46 Insur
71175,31/12/2011,2011,8838.2,6160.4466,5728.06086,7842.69304,46 Insur
71175,31/12/2012,2012,8882,5728.06086,9161.56296,5468.29137,46 Insur
71175,31/12/2013,2013,8803.4,9161.56296,8789.48096,7839.67536,46 Insur
71175,31/12/2014,2014,8630.8,8789.48096,8104.35063,8947.5716,46 Insur
71563,31/12/2010,2010,16436,18238.21428,17546.5104,18209.20362,45 Banks
71563,31/12/2011,2011,17418,17546.5104,20366.54951,18693.17428,45 Banks
71563,31/12/2012,2012,19042,20366.54951,26307.801,21553.01315,45 Banks
71563,31/12/2013,2013,20156,26307.801,28012.38922,23773.29108,45 Banks
71563,31/12/2014,2014,21735,28012.38922,29497.4715,28330.33671,45 Banks
72726,31/12/2010,2010,17787,23263.8385,19830.54481,16968.0013,45 Banks
72726,31/12/2011,2011,18898,19830.54481,21850.62408,22727.11851,45 Banks
72726,31/12/2012,2012,20380,21850.62408,32218.28339,21810.83616,45 Banks
72726,31/12/2013,2013,19887,32218.28339,32773.3575,29740.45512,45 Banks
72726,31/12/2014,2014,19512,32773.3575,26775.33096,28950.18372,45 Banks
73139,31/12/2010,2010,7517.6,21325.344,19022.67483,19858.75194,12 MedEq
73139,31/12/2011,2011,8134,19022.67483,20842.61882,22771.95476,12 MedEq
73139,31/12/2012,2012,8779,20842.61882,28434.40366,20989.4083,12 MedEq
73139,31/12/2013,2013,9444,28434.40366,35687.01993,24452.72676,12 MedEq
73139,31/12/2014,2014,9068,35687.01993,34945.44,31965.20608,12 MedEq
75034,31/12/2010,2010,14100,24655.93458,21229.70624,17835.44222,30 Oil
75034,31/12/2011,2011,15746,21229.70624,17958.56876,31537.1156,30 Oil
75034,31/12/2012,2012,17069,17958.56876,24492.66876,18021.4869,30 Oil
75034,31/12/2013,2013,17713,24492.66876,24260.53581,20381.47951,30 Oil
75034,31/12/2014,2014,18625,24260.53581,20125.41505,32458.48765,30 Oil
75100,31/01/2011,2010,2177.475,7870.928,8412.23708,4820.40814,43 Rtail
75100,31/01/2012,2011,2348.905,8412.23708,7269.22116,10028.02476,43 Rtail
75100,31/01/2013,2012,2598.732,7269.22116,11880.29344,6710.1417,43 Rtail
75100,31/01/2014,2013,2720.437,11880.29344,13822.76844,9292.85436,43 Rtail
75100,31/01/2015,2014,2835.059,13822.76844,9781.29348,12936.661,43 Rtail
75104,31/12/2010,2010,10535.2,946.97086,1202.52992,666.6528,32 Telcm
75104,31/12/2011,2011,10933,1202.52992,1640.9259,1255.20633,32 Telcm
75104,31/12/2012,2012,11467,1640.9259,2497.2336,1446.25076,32 Telcm
75104,31/12/2013,2013,11549,2497.2336,2127.927,2025.51738,32 Telcm
75104,31/12/2014,2014,8500,2127.927,1971.54324,2425.0671,32 Telcm
75154,30/11/2010,2010,23031,27968.98881,19434.41088,18701.6256,41 Trans
75154,30/11/2011,2011,23832,19434.41088,21859.21345,22889.46351,41 Trans
75154,30/11/2012,2012,23929,21859.21345,23777.54691,20433.89874,41 Trans
75154,30/11/2013,2013,24556,23777.54691,26864.77917,20299.95432,41 Trans
75154,30/11/2014,2014,24288,26864.77917,32149.1928,22312.25595,41 Trans
75186,31/12/2010,2010,6226,20443.50708,14300.05362,16923.94344,48 Fin
75186,31/12/2011,2011,7714,14300.05362,18310.40728,19850.7085,48 Fin
75186,31/12/2012,2012,8874,18310.40728,33519.642,16460.26497,48 Fin
75186,31/12/2013,2013,9496,33519.642,39421.16611,27173.95417,48 Fin
75186,31/12/2014,2014,10970,39421.16611,43353.10239,35039.7002,48 Fin
75224,30/06/2010,2010,1134.892,3221.091,2666.7942,2078.19192,6 Toys
75224,30/06/2011,2011,1424.058,2666.7942,3028.02048,3185.25186,6 Toys
75224,30/06/2012,2012,1530.011,3028.02048,5529.04935,2791.0476,6 Toys
75224,30/06/2013,2013,1657.671,5529.04935,7311.34236,3683.0526,6 Toys
75224,30/06/2014,2014,1811.378,7311.34236,6696.54101,7315.983,6 Toys
75241,31/12/2010,2010,5871.893,10079.45472,10903.138,6892.0385,30 Oil
75241,31/12/2011,2011,7565.958,10903.138,13168.98132,10457.83492,30 Oil
75241,31/12/2012,2012,7829.77,13168.98132,27052.95344,10851.94704,30 Oil
75241,31/12/2013,2013,8074.301,27052.95344,22163.46879,19769.6655,30 Oil
75241,31/12/2014,2014,10384,22163.46879,18729.01364,32873.63107,30 Oil
75257,31/12/2010,2010,1861.5,2457.76356,1474.55152,2461.88169,37 Chips
75489,31/01/2011,2010,6943.71,16467.15015,9714.98547,13904.95695,42 Whlsl
75489,31/01/2012,2011,7015.151,9714.98547,7682.2548,11267.8332,42 Whlsl
75489,31/01/2013,2012,6128.153,7682.2548,10386.91164,8993.7207,42 Whlsl
75489,31/01/2014,2013,6132.263,10386.91164,11593.21224,10536.33105,42 Whlsl
75489,31/01/2015,2014,5305.059,11593.21224,6095.10981,7009.34996,42 Whlsl
75510,30/11/2010,2010,5295.485,15448.38966,13895.8358,13881.67032,36 Softw
75510,30/11/2011,2011,5964.715,13895.8358,18618.89376,15532.11715,36 Softw
75510,30/11/2012,2012,6930.288,18618.89376,29715.61242,15918.36831,36 Softw
75510,30/11/2013,2013,7100.268,29715.61242,36167.0868,22883.01116,36 Softw
75510,30/11/2014,2014,7118.22,36167.0868,46764.17746,35990.055,36 Softw
75577,31/12/2010,2010,2323.652,11367.59652,11948.2034,7484.08536,37 Chips
75577,31/12/2011,2011,2993.896,11948.2034,10989.80596,14935.0824,37 Chips
75577,31/12/2012,2012,3333.447,10989.80596,10330.98796,10826.9388,37 Chips
75577,31/12/2013,2013,3512.067,10330.98796,11171.7642,10542.9442,37 Chips
75592,31/12/2010,2010,1374,6052.2945,5896.32368,5627.21598,17 BldMt
75592,31/12/2011,2011,1263,5896.32368,7169.17149,6564.76382,17 BldMt
75592,31/12/2012,2012,1223,7169.17149,8228.0841,6411.2721,17 BldMt
75592,31/12/2013,2013,1832,8228.0841,7526.41868,7599.78947,17 BldMt
75592,31/12/2014,2014,1671,7526.41868,8307.86112,7987.0747,17 BldMt
75607,31/03/2011,2010,4824,12776.78826,11415.7986,11088.57932,36 Softw
75607,31/03/2012,2011,5382,11415.7986,12970.53698,14899.26852,36 Softw
75607,31/03/2013,2012,5824,12970.53698,16306.84332,10270.0995,36 Softw
75607,31/03/2014,2013,6222,16306.84332,17705.72129,15705.02256,36 Softw
75607,31/03/2015,2014,6243,17705.72129,13797,15839.7926,36 Softw
75646,31/12/2010,2010,4757.7,21116.84904,26763.50768,17915.64912,13 Drugs
75646,31/12/2011,2011,5309.6,26763.50768,28210.18555,25373.18475,13 Drugs
75646,31/12/2012,2012,5837.1,28210.18555,33008.75496,28468.0521,13 Drugs
75646,31/12/2013,2013,6463.2,33008.75496,63330.34841,25908.34896,13 Drugs
75819,31/12/2010,2010,2628.059,8244.39808,15873.08473,7364.24835,48 Fin
75819,31/12/2011,2011,9535.679,15873.08473,19128.3196,9913.6968,48 Fin
75819,31/12/2012,2012,9278.843,19128.3196,16844.95968,18571.73448,48 Fin
75819,31/12/2013,2013,9074.448,16844.95968,21182.1876,20363.31036,48 Fin
75819,31/12/2014,2014,9024.521,21182.1876,18790.23069,18868.0914,48 Fin
75825,31/12/2010,2010,13733.338,23219.60256,26484.51201,24902.66061,30 Oil
75825,31/12/2011,2011,16508.123,26484.51201,32719.71599,28064.87925,30 Oil
75825,31/12/2012,2012,17612.16,32719.71599,45816.124,24293.11534,30 Oil
75825,31/12/2013,2013,20940.813,45816.124,50455.18863,35827.49168,30 Oil
75825,31/12/2014,2014,24535.528,50455.18863,38913.75853,63864.69116,30 Oil
75828,31/03/2011,2010,2601,5470.92,6839.2,4752,36 Softw
75828,31/03/2012,2011,2466,6839.2,4370.52,7811.6,36 Softw
75828,31/03/2013,2012,2268,4370.52,7088.46,3927.3,36 Softw
75828,31/03/2014,2013,2440,7088.46,14574.65,7034.94,36 Softw
75828,31/03/2015,2014,3116,14574.65,21303.2,11227.31,36 Softw
76076,31/07/2010,2010,44543,112130.0753,97195.62112,121704.6278,35 Hardw
76076,31/07/2011,2011,47490,97195.62112,104323.5377,85857.88785,35 Hardw
76076,31/07/2012,2012,51419,104323.5377,119924.6417,91977.61243,35 Hardw
76076,31/07/2013,2013,59519,119924.6417,142234.4502,130054.4166,35 Hardw
76076,31/07/2014,2014,57023,142234.4502,137840.9252,127298.8465,35 Hardw
76082,31/12/2010,2010,2587.653,3935.37805,7931.0946,3254.4612,30 Oil
76082,31/12/2011,2011,2907.36,7931.0946,10457.43708,6927.20677,30 Oil
76082,31/12/2012,2012,3014.119,10457.43708,16355.1696,8267.3414,30 Oil
76082,31/12/2013,2013,3272.514,16355.1696,12229.5222,14967.465,30 Oil
76082,31/12/2014,2014,2986.609,12229.5222,7321.44875,14246.31474,30 Oil
76149,31/12/2010,2010,5146.8,8384.272,7151.496,7639.876,43 Rtail
76149,31/12/2011,2011,3825,7151.496,4334.364,8275.317,43 Rtail
76149,31/12/2012,2012,3106.4,4334.364,8038.276,4363.26,43 Rtail
76149,31/12/2013,2013,5819.5,8038.276,8095.16,5704.426,43 Rtail
76201,31/03/2011,2010,2818.607,7565.5188,8394.4301,6917.65308,37 Chips
76201,31/03/2012,2011,3170.73,8394.4301,9379.874882,9687.34375,37 Chips
76201,31/03/2013,2012,3378.738,9379.874882,12253.9816,8801.0469,37 Chips
76201,31/03/2014,2013,3006.115,12253.9816,11317.60773,10548.06378,37 Chips
76201,31/03/2015,2014,2901.462,11317.60773,12002.7138,12701.88342,37 Chips
76226,31/12/2010,2010,10535.2,12023.04555,16581.67152,8127.83679,32 Telcm
76226,31/12/2011,2011,10933,16581.67152,22532.56315,17810.69444,32 Telcm
76226,31/12/2012,2012,11467,22532.56315,35748.19656,19821.96766,32 Telcm
76226,31/12/2013,2013,11549,35748.19656,26586.66416,27958.08717,32 Telcm
76226,31/12/2014,2014,8500,26586.66416,20440.42239,33032.6919,32 Telcm
76234,30/06/2010,2010,1985.131,1494.48513,1590.1142,1213.45845,37 Chips
76234,30/06/2011,2011,2368.266,1590.1142,1826.5572,1711.69824,37 Chips
76282,31/12/2010,2010,2104.8,4173.5154,5158.03926,3149.796,43 Rtail
76282,31/12/2011,2011,1956.9,5158.03926,4833.9911,5414.14307,43 Rtail
76282,31/12/2012,2012,1777.9,4833.9911,6052.83828,4310.19288,43 Rtail
76282,31/12/2013,2013,2178.2,6052.83828,6835.02904,5264.37853,43 Rtail
76282,31/12/2014,2014,2210,6835.02904,6599.8875,7125.4936,43 Rtail
76605,31/08/2010,2010,-738.765,11937.26128,12790.8192,9083.46542,43 Rtail
76605,31/08/2011,2011,-1254.232,12790.8192,12876.79597,12254.26127,43 Rtail
76605,31/08/2012,2012,-1548.025,12876.79597,16110.87946,13744.64215,43 Rtail
76605,31/08/2013,2013,-1687.319,16110.87946,19748.37046,15049.89249,43 Rtail
76605,31/08/2014,2014,-1621.857,19748.37046,22411.61637,17481.42367,43 Rtail
76614,31/12/2013,2013,1952.076,26881.8641,41212.48425,21737.35056,13 Drugs
76614,31/12/2014,2014,2542.325,41212.48425,55771.74945,28118.47615,13 Drugs
76619,31/12/2010,2010,4358.266,3920.136,4381.72286,2615.56152,46 Insur
76619,31/12/2011,2011,4665.191,4381.72286,6029.76949,5405.69281,46 Insur
76639,31/12/2010,2010,1283.671,2988.7185,3938.56248,2684.64,34 BusSv
76639,31/12/2011,2011,1334.178,3938.56248,4002.06996,3579.47416,34 BusSv
76639,31/12/2012,2012,1473.284,4002.06996,6315.91168,4524.70833,34 BusSv
76639,31/12/2013,2013,1809.804,6315.91168,6313.09608,4578.07824,34 BusSv
76639,31/12/2014,2014,1904.582,6313.09608,9162.6522,5928.29199,34 BusSv
76644,31/12/2010,2010,3851,8389.9883,3810.18708,5527.4532,19 Steel
76644,31/12/2011,2011,3500,3810.18708,3441.10185,6619.07872,19 Steel
76644,31/12/2012,2012,3477,3441.10185,4267.6765,2966.5442,19 Steel
76644,31/12/2013,2013,3793,4267.6765,3890.2689,2529.31605,19 Steel
76708,30/06/2010,2010,1222.749,3361.19092,2587.47342,3739.23013,33 PerSv
76708,30/06/2011,2011,1458.545,2587.47342,1505.62104,4067.49357,33 PerSv
76712,31/12/2010,2010,7368,9599.058,9087.76832,7349.29272,49 Other
76712,31/12/2011,2011,7274,9087.76832,7960.3827,9962.78192,49 Other
76712,31/12/2012,2012,5807,7960.3827,10482.63342,9846.8967,49 Other
76712,31/12/2013,2013,5449,10482.63342,9818.64342,8951.02659,49 Other
76712,31/12/2014,2014,5549,9818.64342,6439.28934,11278.9437,49 Other
76744,31/12/2013,2013,1356.405,17370.5227,28721.5632,18588.09062,13 Drugs
76744,31/12/2014,2014,1090.05,28721.5632,30992.80981,22470.49908,13 Drugs
76841,31/12/2010,2010,5596.905,16153.1496,26271.68625,11478.86675,13 Drugs
76841,31/12/2011,2011,6674.143,26271.68625,34628.50734,25933.01832,13 Drugs
76841,31/12/2012,2012,7178.795,34628.50734,66071.80754,34123.77986,13 Drugs
76841,31/12/2013,2013,8852.796,66071.80754,79639.72465,51147.0144,13 Drugs
76841,31/12/2014,2014,10859.666,79639.72465,66990.47574,74458.87995,13 Drugs
77129,31/12/2010,2010,4151.569,7323.35604,6608.73808,5451.5328,48 Fin
77129,31/12/2011,2011,3903.905,6608.73808,7875.27636,7585.1752,48 Fin
77129,31/12/2012,2012,3813.356,7875.27636,8091.3775,7743.83984,48 Fin
77129,31/12/2013,2013,3690.086,8091.3775,10343.2245,8759.59822,48 Fin
77129,31/12/2014,2014,3832.1,10343.2245,10936.1826,9435.45012,48 Fin
77157,31/12/2010,2010,2018,5023.6252,3183.0681,4363.27135,40 Boxes
77157,31/12/2011,2011,1051,3183.0681,3499.5531,4232.99486,40 Boxes
77157,31/12/2012,2012,1063,3499.5531,5903.48532,3161.63142,40 Boxes
77157,31/12/2013,2013,1652,5903.48532,4450.9209,4571.31605,40 Boxes
77157,31/12/2014,2014,1279,4450.9209,2801.79796,5718.16336,40 Boxes
77178,30/09/2010,2010,20858,80866.66,92278.9,52839.56,37 Chips
77178,30/09/2011,2011,26953,92278.9,106151.0736,95236.83,37 Chips
77178,30/09/2012,2012,33530,106151.0736,125259.75,95324.16,37 Chips
77178,30/09/2013,2013,36090,125259.75,122941.82,105196.98,37 Chips
77178,30/09/2014,2014,39175,122941.82,74727.575,132897.6,37 Chips
77182,30/06/2011,2011,1539.645,9076.8251,9776.7394,8154.07239,13 Drugs
77182,30/06/2012,2012,1875.163,9776.7394,20514.38068,11027.04465,13 Drugs
77182,30/06/2013,2013,2459.2,20514.38068,23383.84524,11378.719,13 Drugs
77182,30/06/2014,2014,9420.8,23383.84524,21184.3694,19502.68666,13 Drugs
77274,31/12/2010,2010,5863.729,29064.40752,30824.62858,30506.2862,13 Drugs
77274,31/12/2011,2011,6738.856,30824.62858,55822,32150.93105,13 Drugs
77274,31/12/2012,2012,9309.739,55822,115234.4914,38775.52584,13 Drugs
77274,31/12/2013,2013,11516.184,115234.4914,141295.74,78386.1903,13 Drugs
77274,31/12/2014,2014,15492,141295.74,143892.18,126524.2251,13 Drugs
77281,30/09/2010,2010,2373.258,8749.69227,12489.61,6175.59298,43 Rtail
77281,30/09/2011,2011,2991.305,12489.61,16912.459,11148.98985,43 Rtail
77281,30/09/2012,2012,3802.469,16912.459,21529.76202,17602.45844,43 Rtail
77281,30/09/2013,2013,3878,21529.76202,18138.44374,19093.62312,43 Rtail
77281,30/09/2014,2014,3813,18138.44374,11432.478,14199.34499,43 Rtail
77338,31/12/2010,2010,3215.908,7235.70453,8380.95699,5258.44928,38 LabEq
77338,31/12/2011,2011,3677.699,8380.95699,10968.5172,7984.4716,38 LabEq
77338,31/12/2012,2012,4395.004,10968.5172,13772.30981,9604.74798,38 LabEq
77338,31/12/2013,2013,4996.855,13772.30981,15659.7043,12300.01596,38 LabEq
77338,31/12/2014,2014,5491.186,15659.7043,19131.77994,14569.89887,38 LabEq
77418,31/12/2010,2010,34890,35686.08449,36171.94776,32949.16065,32 Telcm
77418,31/12/2011,2011,32498,36171.94776,45288.21814,38945.75977,32 Telcm
77418,31/12/2012,2012,32004,45288.21814,63077.21784,36956.766,32 Telcm
77418,31/12/2013,2013,32546,63077.21784,71623.47412,53898.30068,32 Telcm
77418,31/12/2014,2014,26680,71623.47412,51702.3716,61967.3845,32 Telcm
77462,31/01/2011,2010,6775,10713.9681,13509.90414,7555.6974,43 Rtail
77462,31/01/2012,2011,7074,13509.90414,15423.66952,12478.66708,43 Rtail
77462,31/01/2013,2012,7289,15423.66952,19676.9388,14191.66815,43 Rtail
77462,31/01/2014,2013,7522,19676.9388,22702.62025,18415.392,43 Rtail
77462,31/01/2015,2014,6459,22702.62025,10996.59264,20912.26464,43 Rtail
77481,31/12/2010,2010,3735,9689.00768,20490.67772,7818.56251,31 Util
77496,31/12/2013,2013,4906.88,10813.86177,11325.27792,8154.17512,16 Txtls
77496,31/12/2014,2014,4819.68,11325.27792,14001.03453,10075.16386,16 Txtls
77605,31/12/2010,2010,12940,11506.98289,7911.24204,8794.6792,12 MedEq
77605,31/12/2011,2011,13218,7911.24204,7867.19832,10559.90346,12 MedEq
77605,31/12/2012,2012,8583,7867.19832,16049.35642,8104.10265,12 MedEq
77605,31/12/2013,2013,7941,16049.35642,17575.9925,12506.08284,12 MedEq
77605,31/12/2014,2014,7671,17575.9925,24805.3958,16890.57252,12 MedEq
77606,31/01/2011,2010,8106,15888.36392,12506.81985,14626.1525,43 Rtail
77606,31/01/2012,2011,6894,12506.81985,9885.8298,14057.26089,43 Rtail
77606,31/01/2013,2012,6410,9885.8298,12152.445,10907.91063,43 Rtail
77606,31/01/2014,2013,6360,12152.445,12330.62936,11186.4497,43 Rtail
77606,31/01/2015,2014,6359,12330.62936,9041.1266,10921.03812,43 Rtail
77659,28/02/2011,2010,3931.659,12735.30565,14182.01268,9761.6808,43 Rtail
77659,29/02/2012,2011,3922.528,14182.01268,12814.40427,14549.48131,43 Rtail
77659,28/02/2013,2012,4079.73,12814.40427,17244.0235,14347.0554,43 Rtail
77659,28/02/2014,2013,3941.287,17244.0235,14137.22817,15450.4977,43 Rtail
77659,28/02/2015,2014,2743.19,14137.22817,8052.539,11706.43808,43 Rtail
77661,30/09/2010,2010,2613.2,3809.05812,3988.87086,3127.85685,18 Cnstr
77661,30/09/2011,2011,2620.6,3988.87086,6352.86128,3679.07328,18 Cnstr
77661,30/09/2012,2012,3592.1,6352.86128,7218.08712,5851.65898,18 Cnstr
77661,30/09/2013,2013,4058.5,7218.08712,9238.66461,6857.5864,18 Cnstr
77661,30/09/2014,2014,5115.8,9238.66461,11837.35913,7995.16118,18 Cnstr
77668,31/12/2010,2010,4055.5,28542.12945,21685.46498,25504.21224,43 Rtail
77668,31/12/2011,2011,3020.2,21685.46498,44177.4,26353.3059,43 Rtail
77668,31/12/2012,2012,29333.8,44177.4,54337.664,45199.968,43 Rtail
77668,31/12/2013,2013,27278,54337.664,61478.887,50268.58452,43 Rtail
77668,31/12/2014,2014,24977.4,61478.887,59167.829,51682.0485,43 Rtail
77702,30/09/2010,2010,3674.7,23949.702,34470.692,17989.29,44 Meals
77702,30/09/2011,2011,4391.4,34470.692,40163.507,29601.704,44 Meals
77702,30/09/2012,2012,5119.6,40163.507,59302.035,40331.248,44 Meals
77702,30/09/2013,2013,4490.3,59302.035,61570.32,49204.561,44 Meals
77702,30/09/2014,2014,5278.9,61570.32,89180.568,58112.38,44 Meals
77730,30/09/2010,2010,5487,5288.6925,6179.78112,5030.86133,2 Food
77730,30/09/2011,2011,6081,6179.78112,5596.1628,6010.31522,2 Food
77730,30/09/2012,2012,6570,5596.1628,9153.71912,5564.60394,2 Food
77730,30/09/2013,2013,6680,9153.71912,12235.18737,7314.33168,2 Food
77730,30/09/2014,2014,11340,12235.18737,15681.73983,10451.3237,2 Food
77768,31/12/2010,2010,6487,29250.0986,32044.344,23248.98852,14 Chems
77768,31/12/2011,2011,6011,32044.344,32520.4407,32958.25569,14 Chems
77768,31/12/2012,2012,6832,32520.4407,38276.02089,32476.45497,14 Chems
77768,31/12/2013,2013,7814,38276.02089,37750.28588,34058.57,14 Chems
77768,31/12/2014,2014,6821,37750.28588,29168.2304,38913.4854,14 Chems
78034,30/04/2011,2010,1638.779,3760.04691,3271.58352,3534.26787,42 Whlsl
78034,30/04/2012,2011,1457.058,3271.58352,3718.54182,3944.89238,42 Whlsl
78034,30/04/2013,2012,1487.784,3718.54182,4347.9596,3800.28303,42 Whlsl
78034,30/04/2014,2013,1565.668,4347.9596,4959.9277,3953.7152,42 Whlsl
78034,30/04/2015,2014,1602.387,4959.9277,4495.2303,4106.19528,42 Whlsl
78139,31/03/2011,2010,1017.746,2552.9292,1818.49408,1781.54298,36 Softw
78139,31/03/2012,2011,1132.098,1818.49408,2306.77705,2133.50672,36 Softw
78877,31/12/2010,2010,14583,16942.93765,14695.03914,13636.62735,30 Oil
78877,31/12/2011,2011,17046,14695.03914,11046.5661,19526.07385,30 Oil
78877,31/12/2012,2012,15314,11046.5661,18050.75972,12319.5984,30 Oil
78877,31/12/2013,2013,16340,18050.75972,13016.22227,13582.47518,30 Oil
78877,31/12/2014,2014,18026,13016.22227,2992.8195,20705.86896,30 Oil
78916,31/12/2010,2010,3723.2,6844.3481,7672.71372,5053.64262,13 Drugs
78916,31/12/2011,2011,3842.7,7672.71372,10987.102,8692.90167,13 Drugs
78916,31/12/2012,2012,4869,10987.102,29240.064,9426.99191,13 Drugs
78916,31/12/2013,2013,10355,29240.064,68229.35201,16825.7571,13 Drugs
78916,31/12/2014,2014,31393,68229.35201,123193.4375,38913.07995,13 Drugs
78975,31/07/2010,2010,2821,15313.1223,15632.32491,10921.84809,36 Softw
78975,31/07/2011,2011,2616,15632.32491,17613.22338,15691.85066,36 Softw
78975,31/07/2012,2012,2744,17613.22338,21743.79696,17429.25515,36 Softw
78975,31/07/2013,2013,3537,21743.79696,26322.54975,18124.302,36 Softw
78975,31/07/2014,2014,3139,26322.54975,25476.386,22861.42011,36 Softw
78987,31/03/2011,2010,2211.965,6441.94826,7034.93802,5156.83826,37 Chips
78987,31/03/2012,2011,2402.041,7034.93802,6366.19578,7224.20542,37 Chips
78987,31/03/2013,2012,2321.72,6366.19578,8910.5305,6407.00056,37 Chips
78987,31/03/2014,2013,2510.777,8910.5305,9087.13884,7349.425,37 Chips
78987,31/03/2015,2014,2425.846,9087.13884,9470.84346,9781.57281,37 Chips
79057,31/12/2010,2010,22974,21127.0275,23644.95484,17434.26828,46 Insur
79057,31/12/2011,2011,24516,23644.95484,27116.6784,22207.79964,46 Insur
79057,31/12/2012,2012,27531,27116.6784,35224.32249,25107.23796,46 Insur
79057,31/12/2013,2013,28825,35224.32249,38110.06144,30438.68004,46 Insur
79057,31/12/2014,2014,29587,38110.06144,37880.54985,35019.49,46 Insur
79089,31/12/2012,2012,1313.291,5551.6461,6561.67752,4692.6674,9 Hshld
79089,31/12/2013,2013,1166.845,6561.67752,5657.04216,5954.58178,9 Hshld
79089,31/12/2014,2014,1065.72,5657.04216,1759.45,5593.70136,9 Hshld
79094,31/08/2010,2010,1579.508,4379.27847,4119.5564,2895.3568,37 Chips
79094,31/08/2011,2011,1882.881,4119.5564,3914.3268,4413.9626,37 Chips
79094,31/08/2012,2012,2129.302,3914.3268,3600.55776,4201.68242,37 Chips
79094,31/08/2013,2013,2408.46,3600.55776,4218.03626,4129.86434,37 Chips
79103,31/12/2010,2010,3278.421,8520.79092,10168.041,6595.1452,43 Rtail
79103,31/12/2011,2011,2933.715,10168.041,10101.15146,8906.41205,43 Rtail
79103,31/12/2012,2012,2187.851,10101.15146,13635.53846,10221.11278,43 Rtail
79103,31/12/2013,2013,2047.034,13635.53846,19570.76986,12262.85394,43 Rtail
79103,31/12/2014,2014,2103.582,19570.76986,24768.51054,15761.34525,43 Rtail
79129,31/12/2013,2013,7877.788,18287.3826,24869.92991,19211.9056,48 Fin
79129,31/12/2014,2014,7377.159,24869.92991,24012.68895,20820.72592,48 Fin
79145,31/12/2014,2014,8284.359,18354.93539,22265.69395,12350.15,41 Trans
79237,31/12/2013,2013,17065,17820.40722,6639.89586,17278.5907,30 Oil
79237,31/12/2014,2014,13908,6639.89586,4503.05168,16300.31964,30 Oil
79265,31/12/2010,2010,1535.711,4736.557,3885.07283,4594.30006,37 Chips
79265,31/12/2011,2011,1596.266,3885.07283,3253.94148,5386.28493,37 Chips
79265,31/12/2012,2012,1607.897,3253.94148,4237.5382,2959.4955,37 Chips
79265,31/12/2013,2013,1625.635,4237.5382,4509.79749,3829.44333,37 Chips
79265,31/12/2014,2014,1623.678,4509.79749,3855.4145,4916.51772,37 Chips
79323,31/12/2010,2010,19016,17157.30592,13851.69832,15453.95319,46 Insur
79323,31/12/2011,2011,18674,13851.69832,19353.02226,15943.77349,46 Insur
79323,31/12/2012,2012,21177,19353.02226,24807.40992,17212.41698,46 Insur
79323,31/12/2013,2013,21307.5,24807.40992,29465.16825,22551.14928,46 Insur
79323,31/12/2014,2014,21214,29465.16825,24047.82954,25483.95152,46 Insur
79411,31/01/2013,2012,1123.592,7344.8415,7546.3575,7390.23474,43 Rtail
79411,31/01/2014,2013,1093.782,7546.3575,8081.617245,6921.13884,43 Rtail
79545,31/12/2011,2011,2508.1,6993.5528,8382.18994,8846.90895,23 Autos
